OG	cog_id	Term	Category
OG0012220	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012221	S	Function unknown	Poorly characterized
OG0012222	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012223	G	Carbohydrate transport and metabolism	Metabolism
OG0012224	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0012225	S	Function unknown	Poorly characterized
OG0012226	S	Function unknown	Poorly characterized
OG0012227	S	Function unknown	Poorly characterized
OG0012228	K	Transcription	Information storage and processing
OG0012228	L	Replication, recombination and repair	Information storage and processing
OG0012228	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012229	S	Function unknown	Poorly characterized
OG0012230	L	Replication, recombination and repair	Information storage and processing
OG0012231	S	Function unknown	Poorly characterized
OG0012232	Z	Cytoskeleton	Cellular processes and signaling
OG0012233	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012234	S	Function unknown	Poorly characterized
OG0012235	K	Transcription	Information storage and processing
OG0012236	S	Function unknown	Poorly characterized
OG0012237	S	Function unknown	Poorly characterized
OG0012238	S	Function unknown	Poorly characterized
OG0012239	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0012240	S	Function unknown	Poorly characterized
OG0012241	S	Function unknown	Poorly characterized
OG0012242	S	Function unknown	Poorly characterized
OG0012243	S	Function unknown	Poorly characterized
OG0012245	L	Replication, recombination and repair	Information storage and processing
OG0012246	S	Function unknown	Poorly characterized
OG0012247	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012248	K	Transcription	Information storage and processing
OG0012249	I	Lipid transport and metabolism	Metabolism
OG0012250	S	Function unknown	Poorly characterized
OG0012251	S	Function unknown	Poorly characterized
OG0012252	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012253	B	Chromatin structure and dynamics	Information storage and processing
OG0012254	L	Replication, recombination and repair	Information storage and processing
OG0012255	S	Function unknown	Poorly characterized
OG0012257	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012258	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012260	G	Carbohydrate transport and metabolism	Metabolism
OG0012261	S	Function unknown	Poorly characterized
OG0012262	I	Lipid transport and metabolism	Metabolism
OG0012263	S	Function unknown	Poorly characterized
OG0012264	L	Replication, recombination and repair	Information storage and processing
OG0012265	H	Coenzyme transport and metabolism	Metabolism
OG0012266	W	Extracellular structures	Cellular processes and signaling
OG0012268	S	Function unknown	Poorly characterized
OG0012271	S	Function unknown	Poorly characterized
OG0012272	G	Carbohydrate transport and metabolism	Metabolism
OG0012278	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012279	S	Function unknown	Poorly characterized
OG0012283	S	Function unknown	Poorly characterized
OG0012284	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012285	S	Function unknown	Poorly characterized
OG0012286	S	Function unknown	Poorly characterized
OG0012287	S	Function unknown	Poorly characterized
OG0012288	K	Transcription	Information storage and processing
OG0012291	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012293	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012294	S	Function unknown	Poorly characterized
OG0012295	S	Function unknown	Poorly characterized
OG0012296	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0012297	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012298	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012298	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012300	L	Replication, recombination and repair	Information storage and processing
OG0012301	S	Function unknown	Poorly characterized
OG0012303	S	Function unknown	Poorly characterized
OG0012304	S	Function unknown	Poorly characterized
OG0012306	S	Function unknown	Poorly characterized
OG0012309	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012311	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012311	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012314	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012315	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012318	S	Function unknown	Poorly characterized
OG0012319	S	Function unknown	Poorly characterized
OG0012324	S	Function unknown	Poorly characterized
OG0012325	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012326	G	Carbohydrate transport and metabolism	Metabolism
OG0012326	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012326	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012328	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012329	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012329	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012330	W	Extracellular structures	Cellular processes and signaling
OG0012331	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012331	V	Defense mechanisms	Cellular processes and signaling
OG0012333	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012337	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012338	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012339	S	Function unknown	Poorly characterized
OG0012340	S	Function unknown	Poorly characterized
OG0012341	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012343	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012344	K	Transcription	Information storage and processing
OG0012345	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012348	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012350	S	Function unknown	Poorly characterized
OG0012351	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012352	S	Function unknown	Poorly characterized
OG0012353	P	Inorganic ion transport and metabolism	Metabolism
OG0012353	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012354	S	Function unknown	Poorly characterized
OG0012355	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012358	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012363	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0012364	B	Chromatin structure and dynamics	Information storage and processing
OG0012366	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012367	S	Function unknown	Poorly characterized
OG0012368	K	Transcription	Information storage and processing
OG0012369	S	Function unknown	Poorly characterized
OG0012370	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012371	P	Inorganic ion transport and metabolism	Metabolism
OG0012372	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012375	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012376	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012380	F	Nucleotide transport and metabolism	Metabolism
OG0012381	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012382	Z	Cytoskeleton	Cellular processes and signaling
OG0012383	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012384	S	Function unknown	Poorly characterized
OG0012385	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012385	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012387	K	Transcription	Information storage and processing
OG0012391	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012393	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012393	V	Defense mechanisms	Cellular processes and signaling
OG0012395	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0012396	B	Chromatin structure and dynamics	Information storage and processing
OG0012396	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0012396	L	Replication, recombination and repair	Information storage and processing
OG0012396	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012399	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012403	S	Function unknown	Poorly characterized
OG0012406	C	Energy production and conversion	Metabolism
OG0012407	S	Function unknown	Poorly characterized
OG0012409	C	Energy production and conversion	Metabolism
OG0012411	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012412	S	Function unknown	Poorly characterized
OG0012413	E	Amino acid transport and metabolism	Metabolism
OG0012414	K	Transcription	Information storage and processing
OG0012416	S	Function unknown	Poorly characterized
OG0012417	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012419	S	Function unknown	Poorly characterized
OG0012422	L	Replication, recombination and repair	Information storage and processing
OG0012423	S	Function unknown	Poorly characterized
OG0012426	C	Energy production and conversion	Metabolism
OG0012427	S	Function unknown	Poorly characterized
OG0012430	S	Function unknown	Poorly characterized
OG0012431	K	Transcription	Information storage and processing
OG0012434	S	Function unknown	Poorly characterized
